CMDLINE python valhalla.py
MEM 67.863281 1712572271.4872
MEM 67.863281 1712572271.5879
MEM 67.863281 1712572271.6884
MEM 67.863281 1712572271.7890
MEM 67.863281 1712572271.8895
MEM 67.863281 1712572271.9899
MEM 67.863281 1712572272.0903
MEM 67.863281 1712572272.1908
MEM 67.863281 1712572272.2913
MEM 67.863281 1712572272.3917
MEM 67.863281 1712572272.4922
MEM 67.863281 1712572272.5927
MEM 67.863281 1712572272.6933
MEM 67.863281 1712572272.7939
MEM 67.863281 1712572272.8945
MEM 67.863281 1712572272.9951
MEM 67.863281 1712572273.0957
MEM 67.863281 1712572273.1963
MEM 67.863281 1712572273.2969
MEM 67.863281 1712572273.3975
MEM 67.863281 1712572273.4980
MEM 67.863281 1712572273.5987
MEM 67.863281 1712572273.6992
MEM 67.863281 1712572273.7997
MEM 67.863281 1712572273.9003
MEM 67.863281 1712572274.0008
MEM 67.863281 1712572274.1014
MEM 67.863281 1712572274.2020
MEM 67.863281 1712572274.3026
MEM 67.863281 1712572274.4032
MEM 67.863281 1712572274.5038
MEM 67.863281 1712572274.6042
MEM 67.863281 1712572274.7048
MEM 67.863281 1712572274.8054
MEM 67.863281 1712572274.9060
MEM 67.863281 1712572275.0063
MEM 67.863281 1712572275.1069
MEM 67.863281 1712572275.2073
MEM 67.863281 1712572275.3078
MEM 67.863281 1712572275.4083
MEM 67.863281 1712572275.5087
MEM 67.863281 1712572275.6092
MEM 67.863281 1712572275.7098
MEM 67.863281 1712572275.8102
MEM 67.863281 1712572275.9108
MEM 67.863281 1712572276.0111
MEM 67.863281 1712572276.1116
MEM 67.863281 1712572276.2120
MEM 67.863281 1712572276.3125
MEM 67.863281 1712572276.4131
MEM 67.863281 1712572276.5136
MEM 67.863281 1712572276.6142
MEM 67.863281 1712572276.7146
MEM 67.863281 1712572276.8151
MEM 67.863281 1712572276.9156
MEM 67.863281 1712572277.0160
MEM 67.863281 1712572277.1165
MEM 67.863281 1712572277.2171
MEM 67.863281 1712572277.3176
MEM 67.863281 1712572277.4181
MEM 67.863281 1712572277.5187
MEM 67.863281 1712572277.6191
MEM 67.863281 1712572277.7197
MEM 67.863281 1712572277.8200
MEM 67.863281 1712572277.9205
MEM 67.863281 1712572278.0208
MEM 67.863281 1712572278.1213
MEM 67.863281 1712572278.2217
MEM 67.863281 1712572278.3223
MEM 67.863281 1712572278.4228
MEM 67.863281 1712572278.5232
MEM 67.863281 1712572278.6237
MEM 67.863281 1712572278.7241
MEM 67.863281 1712572278.8246
MEM 67.863281 1712572278.9251
MEM 67.863281 1712572279.0254
MEM 67.863281 1712572279.1260
MEM 67.863281 1712572279.2267
MEM 67.863281 1712572279.3272
MEM 67.863281 1712572279.4278
MEM 67.863281 1712572279.5283
MEM 67.863281 1712572279.6289
MEM 67.863281 1712572279.7295
MEM 67.863281 1712572279.8302
MEM 67.863281 1712572279.9308
MEM 67.863281 1712572280.0314
MEM 67.863281 1712572280.1320
MEM 67.863281 1712572280.2326
MEM 67.863281 1712572280.3331
MEM 67.863281 1712572280.4335
MEM 67.863281 1712572280.5341
MEM 67.863281 1712572280.6346
MEM 67.863281 1712572280.7352
MEM 67.863281 1712572280.8358
MEM 67.863281 1712572280.9362
MEM 67.863281 1712572281.0367
MEM 67.863281 1712572281.1373
MEM 67.863281 1712572281.2379
MEM 67.863281 1712572281.3384
MEM 67.863281 1712572281.4390
MEM 67.863281 1712572281.5395
MEM 67.863281 1712572281.6400
MEM 67.863281 1712572281.7404
MEM 67.863281 1712572281.8409
MEM 67.863281 1712572281.9415
MEM 67.863281 1712572282.0421
MEM 67.863281 1712572282.1426
MEM 67.863281 1712572282.2432
MEM 67.863281 1712572282.3438
MEM 67.863281 1712572282.4443
MEM 67.863281 1712572282.5448
MEM 67.863281 1712572282.6453
MEM 67.863281 1712572282.7460
MEM 67.863281 1712572282.8466
MEM 67.863281 1712572282.9472
MEM 67.863281 1712572283.0478
MEM 67.863281 1712572283.1483
MEM 67.863281 1712572283.2489
MEM 67.863281 1712572283.3495
MEM 67.863281 1712572283.4499
MEM 67.863281 1712572283.5504
MEM 67.863281 1712572283.6509
MEM 67.863281 1712572283.7515
MEM 67.863281 1712572283.8519
MEM 67.863281 1712572283.9523
MEM 67.863281 1712572284.0529
MEM 67.863281 1712572284.1535
MEM 67.863281 1712572284.2541
MEM 67.863281 1712572284.3547
MEM 67.863281 1712572284.4553
MEM 67.863281 1712572284.5558
MEM 67.863281 1712572284.6564
MEM 67.863281 1712572284.7568
MEM 67.863281 1712572284.8573
MEM 67.863281 1712572284.9579
MEM 67.863281 1712572285.0584
MEM 67.863281 1712572285.1590
MEM 67.863281 1712572285.2594
MEM 67.863281 1712572285.3600
MEM 67.863281 1712572285.4604
MEM 67.863281 1712572285.5608
MEM 67.863281 1712572285.6613
MEM 67.863281 1712572285.7618
MEM 67.863281 1712572285.8623
MEM 67.863281 1712572285.9627
MEM 67.863281 1712572286.0632
MEM 67.863281 1712572286.1638
MEM 67.863281 1712572286.2642
MEM 67.863281 1712572286.3646
MEM 67.863281 1712572286.4651
MEM 67.863281 1712572286.5657
MEM 67.863281 1712572286.6662
MEM 67.863281 1712572286.7668
MEM 67.863281 1712572286.8674
MEM 67.863281 1712572286.9680
MEM 67.863281 1712572287.0684
MEM 67.863281 1712572287.1689
MEM 67.863281 1712572287.2694
MEM 67.863281 1712572287.3700
MEM 67.863281 1712572287.4705
MEM 67.863281 1712572287.5711
MEM 67.863281 1712572287.6717
MEM 67.863281 1712572287.7723
MEM 67.863281 1712572287.8727
MEM 67.863281 1712572287.9732
MEM 67.863281 1712572288.0737
MEM 67.863281 1712572288.1741
MEM 67.863281 1712572288.2746
MEM 67.863281 1712572288.3752
MEM 67.863281 1712572288.4758
MEM 67.863281 1712572288.5763
MEM 67.863281 1712572288.6768
MEM 67.863281 1712572288.7774
MEM 67.863281 1712572288.8780
MEM 67.863281 1712572288.9784
MEM 67.863281 1712572289.0790
MEM 67.863281 1712572289.1796
MEM 67.863281 1712572289.2801
MEM 67.863281 1712572289.3806
MEM 67.863281 1712572289.4812
MEM 67.863281 1712572289.5817
MEM 67.863281 1712572289.6823
MEM 67.863281 1712572289.7829
MEM 67.863281 1712572289.8835
MEM 67.863281 1712572289.9840
MEM 67.863281 1712572290.0846
MEM 67.863281 1712572290.1850
MEM 67.863281 1712572290.2856
MEM 67.863281 1712572290.3860
MEM 67.863281 1712572290.4866
MEM 67.863281 1712572290.5869
MEM 67.863281 1712572290.6875
MEM 67.863281 1712572290.7878
MEM 67.863281 1712572290.8882
MEM 67.863281 1712572290.9886
MEM 67.863281 1712572291.0890
MEM 67.863281 1712572291.1894
MEM 67.863281 1712572291.2897
MEM 67.863281 1712572291.3900
MEM 67.863281 1712572291.4903
MEM 67.863281 1712572291.5906
MEM 67.863281 1712572291.6909
MEM 67.863281 1712572291.7913
MEM 67.863281 1712572291.8917
MEM 67.863281 1712572291.9920
MEM 67.863281 1712572292.0923
MEM 67.863281 1712572292.1926
MEM 67.863281 1712572292.2929
MEM 67.863281 1712572292.3933
MEM 67.863281 1712572292.4936
MEM 67.863281 1712572292.5940
MEM 67.863281 1712572292.6943
MEM 67.863281 1712572292.7946
MEM 67.863281 1712572292.8949
MEM 67.863281 1712572292.9952
MEM 67.863281 1712572293.0956
MEM 67.863281 1712572293.1958
MEM 67.863281 1712572293.2962
MEM 67.863281 1712572293.3964
MEM 67.863281 1712572293.4967
MEM 67.863281 1712572293.5970
MEM 67.863281 1712572293.6974
MEM 67.863281 1712572293.7977
MEM 67.863281 1712572293.8980
MEM 67.863281 1712572293.9982
MEM 67.863281 1712572294.0985
MEM 67.863281 1712572294.1988
MEM 67.863281 1712572294.2992
MEM 67.863281 1712572294.3996
MEM 67.863281 1712572294.4999
MEM 67.863281 1712572294.6002
MEM 67.863281 1712572294.7006
MEM 67.863281 1712572294.8010
MEM 67.863281 1712572294.9015
MEM 67.863281 1712572295.0018
MEM 67.863281 1712572295.1022
MEM 67.863281 1712572295.2027
MEM 67.863281 1712572295.3031
MEM 67.863281 1712572295.4034
MEM 67.863281 1712572295.5038
MEM 67.863281 1712572295.6041
MEM 67.863281 1712572295.7044
MEM 67.863281 1712572295.8047
MEM 67.863281 1712572295.9053
MEM 67.863281 1712572296.0058
MEM 67.863281 1712572296.1063
MEM 67.863281 1712572296.2069
MEM 67.863281 1712572296.3076
MEM 67.863281 1712572296.4080
MEM 67.863281 1712572296.5085
MEM 67.863281 1712572296.6089
MEM 67.863281 1712572296.7094
MEM 67.863281 1712572296.8098
MEM 67.863281 1712572296.9104
MEM 67.863281 1712572297.0109
MEM 67.863281 1712572297.1114
MEM 67.863281 1712572297.2119
MEM 67.863281 1712572297.3123
MEM 67.863281 1712572297.4128
MEM 67.863281 1712572297.5134
MEM 67.863281 1712572297.6140
MEM 67.863281 1712572297.7146
MEM 67.863281 1712572297.8152
MEM 67.863281 1712572297.9158
MEM 67.863281 1712572298.0163
MEM 67.863281 1712572298.1169
MEM 67.863281 1712572298.2175
MEM 67.863281 1712572298.3181
MEM 67.863281 1712572298.4187
MEM 67.863281 1712572298.5192
MEM 67.863281 1712572298.6199
MEM 67.863281 1712572298.7205
MEM 67.863281 1712572298.8211
MEM 67.863281 1712572298.9218
MEM 67.863281 1712572299.0223
MEM 67.863281 1712572299.1228
MEM 67.863281 1712572299.2234
MEM 67.863281 1712572299.3238
MEM 67.863281 1712572299.4243
MEM 67.863281 1712572299.5249
MEM 67.863281 1712572299.6255
MEM 67.863281 1712572299.7262
MEM 67.863281 1712572299.8267
MEM 67.863281 1712572299.9274
MEM 67.863281 1712572300.0279
MEM 67.863281 1712572300.1284
MEM 67.863281 1712572300.2290
MEM 67.863281 1712572300.3297
MEM 67.863281 1712572300.4302
MEM 67.863281 1712572300.5308
MEM 67.863281 1712572300.6314
MEM 67.863281 1712572300.7320
MEM 67.863281 1712572300.8325
MEM 67.863281 1712572300.9330
MEM 67.863281 1712572301.0336
MEM 67.863281 1712572301.1342
MEM 67.863281 1712572301.2348
MEM 67.863281 1712572301.3354
MEM 67.863281 1712572301.4359
MEM 67.863281 1712572301.5363
MEM 67.863281 1712572301.6369
MEM 67.863281 1712572301.7375
MEM 67.863281 1712572301.8380
MEM 67.863281 1712572301.9385
MEM 67.863281 1712572302.0390
MEM 67.863281 1712572302.1396
MEM 67.863281 1712572302.2401
MEM 67.863281 1712572302.3406
MEM 67.863281 1712572302.4410
MEM 67.863281 1712572302.5416
MEM 67.863281 1712572302.6421
MEM 67.863281 1712572302.7427
MEM 67.863281 1712572302.8432
MEM 67.863281 1712572302.9437
MEM 67.863281 1712572303.0441
MEM 67.863281 1712572303.1446
MEM 67.863281 1712572303.2452
MEM 67.863281 1712572303.3458
MEM 67.863281 1712572303.4464
MEM 67.863281 1712572303.5469
MEM 67.863281 1712572303.6475
MEM 67.863281 1712572303.7480
MEM 67.863281 1712572303.8485
MEM 67.863281 1712572303.9491
MEM 67.863281 1712572304.0496
MEM 67.863281 1712572304.1502
MEM 67.863281 1712572304.2508
MEM 67.863281 1712572304.3514
MEM 67.863281 1712572304.4519
MEM 67.863281 1712572304.5524
MEM 67.863281 1712572304.6530
MEM 67.863281 1712572304.7534
MEM 67.863281 1712572304.8540
MEM 67.863281 1712572304.9545
MEM 67.863281 1712572305.0551
MEM 67.863281 1712572305.1556
MEM 67.863281 1712572305.2561
MEM 67.863281 1712572305.3567
MEM 67.863281 1712572305.4571
MEM 67.863281 1712572305.5576
MEM 67.863281 1712572305.6581
MEM 67.863281 1712572305.7587
MEM 67.863281 1712572305.8593
MEM 67.863281 1712572305.9597
MEM 67.863281 1712572306.0601
MEM 67.863281 1712572306.1606
MEM 67.863281 1712572306.2612
MEM 67.863281 1712572306.3618
MEM 67.863281 1712572306.4622
MEM 67.863281 1712572306.5628
MEM 67.863281 1712572306.6634
MEM 67.863281 1712572306.7639
MEM 67.863281 1712572306.8643
MEM 67.863281 1712572306.9647
MEM 67.863281 1712572307.0654
MEM 67.863281 1712572307.1657
MEM 67.863281 1712572307.2663
MEM 67.863281 1712572307.3667
MEM 67.863281 1712572307.4671
MEM 67.863281 1712572307.5676
MEM 67.863281 1712572307.6681
MEM 67.863281 1712572307.7686
MEM 67.863281 1712572307.8692
MEM 67.863281 1712572307.9697
MEM 67.863281 1712572308.0702
MEM 67.863281 1712572308.1708
MEM 67.863281 1712572308.2713
MEM 67.863281 1712572308.3718
MEM 67.863281 1712572308.4722
MEM 67.863281 1712572308.5726
MEM 67.863281 1712572308.6731
MEM 67.863281 1712572308.7735
MEM 67.863281 1712572308.8741
MEM 67.863281 1712572308.9747
MEM 67.863281 1712572309.0752
MEM 67.863281 1712572309.1757
MEM 67.863281 1712572309.2762
MEM 67.863281 1712572309.3766
MEM 67.863281 1712572309.4772
MEM 67.863281 1712572309.5778
MEM 67.863281 1712572309.6784
MEM 67.863281 1712572309.7790
MEM 67.863281 1712572309.8796
MEM 67.863281 1712572309.9800
MEM 67.863281 1712572310.0804
MEM 67.863281 1712572310.1808
MEM 67.863281 1712572310.2813
MEM 67.863281 1712572310.3818
MEM 67.863281 1712572310.4823
MEM 67.863281 1712572310.5829
MEM 67.863281 1712572310.6835
MEM 67.863281 1712572310.7837
MEM 67.863281 1712572310.8842
MEM 67.863281 1712572310.9845
MEM 67.863281 1712572311.0850
MEM 67.863281 1712572311.1856
MEM 67.863281 1712572311.2862
MEM 67.863281 1712572311.3867
MEM 67.863281 1712572311.4872
MEM 67.863281 1712572311.5876
MEM 67.863281 1712572311.6881
MEM 67.863281 1712572311.7885
MEM 67.863281 1712572311.8890
MEM 67.863281 1712572311.9895
MEM 67.863281 1712572312.0899
MEM 67.863281 1712572312.1904
MEM 67.863281 1712572312.2910
MEM 67.863281 1712572312.3917
MEM 67.863281 1712572312.4921
MEM 67.863281 1712572312.5927
MEM 67.863281 1712572312.6931
MEM 67.863281 1712572312.7937
MEM 67.863281 1712572312.8943
MEM 67.863281 1712572312.9949
MEM 67.863281 1712572313.0954
MEM 67.863281 1712572313.1960
MEM 67.863281 1712572313.2965
MEM 67.863281 1712572313.3971
MEM 67.863281 1712572313.4975
MEM 67.863281 1712572313.5980
MEM 67.863281 1712572313.6987
MEM 67.863281 1712572313.7993
MEM 67.863281 1712572313.8999
MEM 67.863281 1712572314.0004
MEM 67.863281 1712572314.1008
MEM 67.863281 1712572314.2014
MEM 67.863281 1712572314.3020
MEM 67.863281 1712572314.4027
MEM 67.863281 1712572314.5033
MEM 67.863281 1712572314.6039
MEM 67.863281 1712572314.7045
MEM 67.863281 1712572314.8049
MEM 67.863281 1712572314.9054
MEM 67.863281 1712572315.0058
MEM 67.863281 1712572315.1063
MEM 67.863281 1712572315.2069
MEM 67.863281 1712572315.3075
MEM 67.863281 1712572315.4079
MEM 67.863281 1712572315.5084
MEM 67.863281 1712572315.6089
MEM 67.863281 1712572315.7096
MEM 67.863281 1712572315.8100
MEM 67.863281 1712572315.9106
MEM 67.863281 1712572316.0111
MEM 67.863281 1712572316.1117
MEM 67.863281 1712572316.2122
MEM 67.863281 1712572316.3128
MEM 67.863281 1712572316.4134
MEM 67.863281 1712572316.5140
MEM 67.863281 1712572316.6144
MEM 67.863281 1712572316.7149
MEM 67.863281 1712572316.8154
MEM 67.863281 1712572316.9159
MEM 67.863281 1712572317.0164
MEM 67.863281 1712572317.1168
MEM 67.863281 1712572317.2174
MEM 67.863281 1712572317.3179
MEM 67.863281 1712572317.4185
MEM 67.863281 1712572317.5191
MEM 67.863281 1712572317.6197
MEM 67.863281 1712572317.7202
MEM 67.863281 1712572317.8206
MEM 67.863281 1712572317.9210
MEM 67.863281 1712572318.0214
MEM 67.863281 1712572318.1219
MEM 67.863281 1712572318.2223
MEM 67.863281 1712572318.3228
MEM 67.863281 1712572318.4234
MEM 67.863281 1712572318.5240
MEM 67.863281 1712572318.6245
MEM 67.863281 1712572318.7249
MEM 67.863281 1712572318.8254
MEM 67.863281 1712572318.9259
MEM 67.863281 1712572319.0266
MEM 67.863281 1712572319.1273
MEM 67.863281 1712572319.2278
MEM 67.863281 1712572319.3282
MEM 67.863281 1712572319.4288
MEM 67.863281 1712572319.5294
MEM 67.863281 1712572319.6298
MEM 67.863281 1712572319.7303
MEM 67.863281 1712572319.8307
MEM 67.863281 1712572319.9312
MEM 67.863281 1712572320.0315
MEM 67.863281 1712572320.1319
MEM 67.863281 1712572320.2324
MEM 67.863281 1712572320.3330
MEM 67.863281 1712572320.4335
MEM 67.863281 1712572320.5340
MEM 67.863281 1712572320.6345
MEM 67.863281 1712572320.7351
MEM 67.863281 1712572320.8358
MEM 67.863281 1712572320.9363
MEM 67.863281 1712572321.0369
MEM 67.863281 1712572321.1374
MEM 67.863281 1712572321.2381
MEM 67.863281 1712572321.3387
MEM 67.863281 1712572321.4391
MEM 67.863281 1712572321.5396
MEM 67.863281 1712572321.6402
MEM 67.863281 1712572321.7407
MEM 67.863281 1712572321.8413
MEM 67.863281 1712572321.9419
MEM 67.863281 1712572322.0424
MEM 67.863281 1712572322.1430
MEM 67.863281 1712572322.2435
MEM 67.863281 1712572322.3440
MEM 67.863281 1712572322.4444
MEM 67.863281 1712572322.5448
MEM 67.863281 1712572322.6454
MEM 67.863281 1712572322.7459
MEM 67.863281 1712572322.8465
MEM 67.863281 1712572322.9470
MEM 67.863281 1712572323.0475
MEM 67.863281 1712572323.1480
MEM 67.863281 1712572323.2485
MEM 67.863281 1712572323.3490
MEM 67.863281 1712572323.4495
MEM 67.863281 1712572323.5501
MEM 67.863281 1712572323.6507
MEM 67.863281 1712572323.7513
MEM 67.863281 1712572323.8519
MEM 67.863281 1712572323.9524
MEM 67.863281 1712572324.0528
MEM 67.863281 1712572324.1533
MEM 67.863281 1712572324.2539
MEM 67.863281 1712572324.3545
MEM 67.863281 1712572324.4549
MEM 67.863281 1712572324.5553
MEM 67.863281 1712572324.6559
MEM 67.863281 1712572324.7564
MEM 67.863281 1712572324.8568
MEM 67.863281 1712572324.9572
MEM 67.863281 1712572325.0577
MEM 67.863281 1712572325.1582
MEM 67.863281 1712572325.2588
MEM 67.863281 1712572325.3594
MEM 67.863281 1712572325.4597
MEM 67.863281 1712572325.5601
MEM 67.863281 1712572325.6606
MEM 67.863281 1712572325.7611
MEM 67.863281 1712572325.8617
MEM 67.863281 1712572325.9621
MEM 67.863281 1712572326.0625
MEM 67.863281 1712572326.1631
MEM 67.863281 1712572326.2637
MEM 67.863281 1712572326.3642
MEM 67.863281 1712572326.4645
MEM 67.863281 1712572326.5650
MEM 67.863281 1712572326.6656
MEM 67.863281 1712572326.7663
MEM 67.863281 1712572326.8669
MEM 67.863281 1712572326.9673
MEM 67.863281 1712572327.0678
MEM 67.863281 1712572327.1684
MEM 67.863281 1712572327.2691
MEM 67.863281 1712572327.3697
MEM 67.863281 1712572327.4701
MEM 67.863281 1712572327.5707
MEM 67.863281 1712572327.6712
MEM 67.863281 1712572327.7717
MEM 67.863281 1712572327.8722
MEM 67.863281 1712572327.9726
MEM 67.863281 1712572328.0731
MEM 67.863281 1712572328.1736
MEM 67.863281 1712572328.2741
MEM 67.863281 1712572328.3747
MEM 67.863281 1712572328.4752
MEM 67.863281 1712572328.5758
MEM 67.863281 1712572328.6763
MEM 67.863281 1712572328.7768
MEM 67.863281 1712572328.8773
MEM 67.863281 1712572328.9780
MEM 67.863281 1712572329.0785
MEM 67.863281 1712572329.1790
MEM 67.863281 1712572329.2796
MEM 67.863281 1712572329.3801
MEM 67.863281 1712572329.4806
MEM 67.863281 1712572329.5812
MEM 67.863281 1712572329.6818
MEM 67.863281 1712572329.7824
MEM 67.863281 1712572329.8828
MEM 67.863281 1712572329.9831
MEM 67.863281 1712572330.0836
MEM 67.863281 1712572330.1841
MEM 67.863281 1712572330.2845
MEM 67.863281 1712572330.3851
MEM 67.863281 1712572330.4856
MEM 67.863281 1712572330.5861
MEM 67.863281 1712572330.6867
MEM 67.863281 1712572330.7871
MEM 67.863281 1712572330.8877
MEM 67.863281 1712572330.9880
MEM 67.863281 1712572331.0886
MEM 67.863281 1712572331.1890
MEM 67.863281 1712572331.2896
MEM 67.863281 1712572331.3901
